from_ensembl	to_ensembl
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000262418'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273993'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000282185'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000100362'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275338'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000222014'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000100949'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000152942'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280477'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000099849'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277564'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288369'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281540'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276341'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278023'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285007'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000042445'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000148300'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288283'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000224841'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000116574'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274145'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000204227'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000187994'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285379'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000171136'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291813'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000181481'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291729'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291936'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000168159'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000092098'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000227171'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000228907'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000023191'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000183638'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000181031'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000140986'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000148303'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291973'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000239865'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000182774'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000223367'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291931'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000118181'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000145425'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281877'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275323'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000085721'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291554'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000136514'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284260'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291523'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277069'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000206289'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000163602'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288411'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000256463'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288488'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000229176'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000283104'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000064932'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000116521'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000074660'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280652'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281388'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000166922'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000180900'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000261678'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274473'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276111'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281603'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000101251'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000138623'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000172058'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277429'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277377'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278767'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000170099'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000282307'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000167711'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000082497'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285069'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196260'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000257520'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285281'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000109686'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000140600'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292254'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000176974'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000068903'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000262634'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276482'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000155380'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000115840'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000085491'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000144741'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292334'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000143554'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275744'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288174'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281165'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292209'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000177710'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000259224'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281500'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000133195'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000147804'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000229802'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000167703'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000228263'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000164175'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000185803'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288216'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000256870'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000142319'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000066230'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000172139'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000099956'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000176994'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000272901'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275349'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277773'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000136699'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000206811'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000263879'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000283482'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000207008'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000207405'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273587'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000239183'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000265116'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280889'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000201330'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281907'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000252542'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000201823'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000263362'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000208797'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000201264'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000260873'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000172554'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274211'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000171056'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000170374'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000153498'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288309'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274405'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000182957'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000187144'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000160284'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000152253'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284598'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278194'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000161011'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291971'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277363'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000262771'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281245'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288257'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196502'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280627'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000148291'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000148248'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281309'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000271793'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000197283'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000127561'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274047'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288149'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291379'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277104'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000270647'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280529'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273841'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000144559'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000168394'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000223481'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000231925'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000211689'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277254'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000261984'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000255837'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000256188'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000256436'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284982'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273505'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000255374'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278111'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291730'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274808'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275954'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277974'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000197226'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000141556'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291938'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277800'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276776'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000204219'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000184905'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291827'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000224941'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276461'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000152284'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000154316'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000262635'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291791'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000068323'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000105619'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285348'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281886'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000152291'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275122'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000179886'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292215'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000177370'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284915'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277401'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000185561'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000100926'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276260'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284228'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000075568'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000111843'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000258986'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000282107'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000205544'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280516'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000263160'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288511'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000228321'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273936'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000174292'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000173273'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000130598'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288250'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000168477'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000078902'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284238'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000146242'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291480'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274891'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196655'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000227472'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000235259'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000234046'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000233948'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000206495'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000172524'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292076'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000185880'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291501'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000127412'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276971'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278622'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000168757'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000139908'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000215912'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000136319'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275650'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292120'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000235067'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000126216'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280807'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288335'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292243'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291747'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288408'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000012963'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000135220'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275190'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277132'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000133958'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276184'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000156256'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000206476'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000168140'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292061'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000160695'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000160948'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000223618'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000141252'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000227144'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292221'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000227057'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000177082'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276021'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000214102'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000277626'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276799'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285327'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000284927'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000103489'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000288504'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275272'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274474'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000115085'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000214717'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000234196'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000236104'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000283868'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000213588'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000014164'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000204186'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000223858'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000283056'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196345'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000274746'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000147394'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000186448'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000198169'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000169548'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000275004'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000169981'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000198521'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000278780'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000125945'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000291884'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281661'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196653'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000187187'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000167785'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000292232'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000183309'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280661'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000276219'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000285124'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000181135'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000196350'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000280568'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000281601'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000105750'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000273611'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000176371'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000132003'}
{'gene': 'ENSG00000181222'}	{'gene': 'ENSG00000159840'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000288512'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000111845'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000181222'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000152284'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000283868'}
{'gene': 'ENSG00000235068'}	{'gene': 'ENSG00000125945'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291836'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000275700'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000103222'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000275176'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291420'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291597'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000106526'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000282230'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000173137'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000280830'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000285070'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000155189'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000275565'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291796'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000235754'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000104728'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000170632'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000288210'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000234539'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291953'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000166710'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000282880'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000226936'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000075790'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000275618'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000277222'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000281484'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000283777'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000103326'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000288293'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000141519'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000119242'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000156261'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000089486'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000277273'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000273707'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000291964'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000143702'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000112877'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000197766'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000285302'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000285199'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000274768'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000253958'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000176444'}
{'gene': 'ENSG00000099956'}	{'gene': 'ENSG00000278220'}
