t,alpha_bar,alpha_bar_lambda_max,r_ode_lincomb,r_cellunet
577,0.03361929207206601,1.592615420760542,0.8754467,0.12455332
578,0.03322884723868331,1.5741192412077833,0.8698916,0.13010842
579,0.03284227500384049,1.5558065146599187,0.8641271,0.1358729
580,0.0324595457932627,1.5376758401223618,0.8581489,0.14185113
581,0.032080630146484046,1.5197258219918923,0.85195273,0.14804727
582,0.03170549871787325,1.5019550701052429,0.8455348,0.1544652
583,0.03133412227763595,1.4843621997865806,0.838891,0.16110897
584,0.030966471712793795,1.4669458318938895,0.8320184,0.16798162
585,0.030602518028140544,1.449704592864261,0.82491374,0.17508626
586,0.03024223234717521,1.4326371147581003,0.81757444,0.18242556
587,0.02988558591301251,1.4157420353022565,0.80999845,0.19000155
588,0.029532550089270717,1.399017997932081,0.8021839,0.19781607
589,0.029183096360937112,1.382463651832426,0.7941296,0.20587039
590,0.028837196335211167,1.3660776519775888,0.785835,0.21416497
591,0.028494821742325607,1.3498586591702055,0.7772999,0.22270012
592,0.02815594443634558,1.333805340079111,0.7685248,0.23147517
593,0.02782053639594601,1.3179163672761627,0.7595109,0.24048913
594,0.027488569725167354,1.302190419272043,0.7502601,0.24973989
595,0.027160016654149948,1.286626180551046,0.74077487,0.25922513
596,0.026834849539847015,1.2712223416048551,0.7310586,0.2689414
597,0.02651304086671661,1.2559775989653212,0.7211152,0.27888483
598,0.0261945632473926,1.2408906552362484,0.7109495,0.28905052
599,0.025879389423334884,1.2259602191241965,0.7005672,0.2994328
600,0.025567492265459,1.2111850054683073,0.6899745,0.3100255
601,0.0252588447747453,1.1965637352691614,0.6791787,0.3208213
602,0.024953420082827894,1.182095135716678,0.66818774,0.33181226
603,0.024651191452563448,1.1677779402170612,0.65701044,0.34298956
604,0.02435213227858012,1.153610888418802,0.6456563,0.3543437
605,0.02405621608780675,1.1395927262377497,0.6341356,0.3658644
606,0.023763416539982457,1.1257222058812506,0.62245935,0.37754065
607,0.02347370742814687,1.1119980858713718,0.6106393,0.38936073
608,0.023187062679111126,1.0984191310672142,0.59868765,0.40131235
609,0.022903456353909866,1.084984112686323,0.5866176,0.4133824
610,0.02262286264823432,1.0716918083252052,0.5744425,0.4255575
611,0.02234525589284676,1.058541001978962,0.5621765,0.43782347
612,0.022070610553976393,1.0455304840600441,0.54983395,0.45016605
613,0.021798901233696977,1.0326590514161391,0.5374298,0.4625702
614,0.02153010267028627,1.0199255073472004,0.5249792,0.47502083
615,0.02126418973856749,1.0073286616216222,0.51249737,0.48750263
616,0.021001137450233017,0.9948673304915736,0.5,0.5
617,0.02074092095415046,0.9825403367074987,0.48750263,0.51249737
618,0.020483515536651307,0.9703465095317898,0.4750208,0.52497923
619,0.02022889662180232,0.9582846847516437,0.46257016,0.5374298
620,0.019977039771659863,0.9463537046911108,0.45016602,0.549834
621,0.019727920686507326,0.934552418222341,0.4378235,0.56217647
622,0.019481515205075864,0.922879680776042,0.4255575,0.5744425
623,0.01923779930474858,0.9113343543511504,0.4133824,0.5866176
624,0.018996749101748388,0.8999153075237324,0.40131235,0.59868765
625,0.018758340851309688,0.8886214154551156,0.38936076,0.6106392
626,0.01852255094783406,0.8774515598992653,0.37754068,0.6224593
627,0.018289355925030157,0.8664046292094103,0.36586443,0.6341356
628,0.018058732456037965,0.8554795183439309,0.3543437,0.6456563
629,0.017830657353537633,0.844675128871513,0.34298956,0.65701044
630,0.01760510756984302,0.8339903689755807,0.33181223,0.66818774
631,0.017382060196980166,0.8234241534580129,0.3208213,0.6791787
632,0.017161492466750878,0.8129754037421558,0.3100255,0.6899745
633,0.01694338175078156,0.8026430478751362,0.29943287,0.7005671
634,0.01672770556055752,0.7924260205294863,0.2890505,0.71094954
635,0.01651444154744292,0.782323263004089,0.27888483,0.7211152
636,0.016303567502686515,0.7723337232244503,0.26894143,0.7310586
637,0.01609506135741342,0.762456355742308,0.2592251,0.74077487
638,0.01588890118260301,0.752690121734586,0.24973989,0.7502601
639,0.01568506518905322,0.7430339890017027,0.2404891,0.7595109
640,0.015483531727331329,0.7334869319652393,0.23147522,0.76852477
641,0.015284279287711483,0.7240479316649803,0.22270013,0.7772999
642,0.015087286500099084,0.7147159757553319,0.21416503,0.78583497
643,0.014892532133942248,0.7054900585011271,0.20587036,0.7941296
644,0.014699995098130504,0.6963691807728275,0.1978161,0.80218387
645,0.014509654440880898,0.6873523500411269,0.19000155,0.80999845
646,0.014321489349611685,0.678438580370969,0.18242553,0.8175745
647,0.014135479150803796,0.6696268924149836,0.17508627,0.82491374
648,0.013951603309850232,0.660916313406353,0.16798161,0.8320184
649,0.013769841430893574,0.6523058771511141,0.16110896,0.838891
650,0.013590173256651777,0.6437946240199058,0.15446526,0.84553474
651,0.01341257866823242,0.6353816009391701,0.14804721,0.8519528
652,0.013237037684935586,0.6270658613818133,0.14185107,0.85814893
653,0.013063530464045538,0.6188464653573386,0.1358729,0.8641271
654,0.012892037300611378,0.6107224794014539,0.13010848,0.8698915
655,0.012722538627216834,0.6026929765651672,0.124553345,0.8754467
656,0.01255501501373936,0.5947570364033742,0.11920292,0.8807971
