annotation,label,real_fraction,generated_fraction,difference,timestep
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,700
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,700
celltype,Osteogenic,0.013488508607378482,0.0006666666666666666,-0.012821841940711816,700
celltype,Osteoprogenitor,0.0012824930132843307,0.0006666666666666666,-0.000615826346617664,700
celltype,Pericyte,0.01838878041933055,0.003,-0.01538878041933055,700
celltype,Peripheral neuroblast,0.009743118563607826,0.0023333333333333335,-0.0074097852302744925,700
celltype,Perivascular fibroblast,0.0058701172747342495,0.007,0.0011298827252657507,700
celltype,Pia,0.056761481821778134,0.007333333333333333,-0.049428148488444804,700
celltype,Pia-forebrain,0.05081479779998213,0.0003333333333333333,-0.0504814644666488,700
celltype,Pinealocyte,0.005276724985005679,0.0,-0.005276724985005679,700
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,700
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.0003333333333333333,-0.004177724181054835,700
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.0023333333333333335,-0.0010930285976800272,700
celltype,Pre-EMT neural crest,0.008677564666998455,0.001,-0.007677564666998455,700
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0003333333333333333,-0.0009300179931855596,700
celltype,Precursor/CFU-E,0.0285657772162883,0.03133333333333333,0.002767556117045031,700
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,700
celltype,Primary meninx,0.03499100340722024,0.07533333333333334,0.04034232992611309,700
celltype,Primary meninx-hindbrain,0.013265188928448374,0.07133333333333333,0.05806814440488496,700
celltype,Primary vascular plexus,0.006233809323277567,0.029333333333333333,0.023099524010055765,700
celltype,Promyelocytes,0.0006252951010043005,0.0,-0.0006252951010043005,700
celltype,Rathkes pouch,0.0009507037760167426,0.0,-0.0009507037760167426,700
celltype,Reticulocyte/RBC,0.0987711037096589,0.07166666666666667,-0.02710443704299223,700
celltype,S100A12-high monocytes,0.0001403723696132103,0.0,-0.0001403723696132103,700
celltype,Schwann cell,0.0051427331776476145,0.0,-0.0051427331776476145,700
celltype,Schwann cell precursor,0.01374373109758432,0.009,-0.00474373109758432,700
celltype,Smooth muscle cell,0.004587624261449919,0.0,-0.004587624261449919,700
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.0,-0.003579495425136863,700
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,700
celltype,Tip cell,0.0018886464275231934,0.0006666666666666666,-0.0012219797608565269,700
celltype,Tip cell - arterial,0.002239577351556219,0.0,-0.002239577351556219,700
celltype,Venous capillary,0.01723389865114914,0.003,-0.01423389865114914,700
celltype,Venous lymphatic-like,0.002667075022650996,0.0,-0.002667075022650996,700
celltype,Venous lymphatic-like - non-leptomeningeal,0.0006827201613006138,0.0,-0.0006827201613006138,700
celltype,Ventral forebrain radial glia,0.00283296964128479,0.001,-0.0018329696412847899,700
Superclass,Epithelial,0.04417263249237523,0.042666666666666665,-0.001505965825708562,500
Superclass,Erythropoietic,0.2337774204662915,0.22833333333333333,-0.005444087132958159,500
Superclass,Fibroblast,0.45721194951699146,0.4836666666666667,0.026454717149675233,500
Superclass,Immune,0.05434324872707783,0.049666666666666665,-0.004676582060411168,500
Superclass,Neural,0.0752906346107219,0.07566666666666666,0.0003760320559447611,500
Superclass,Neural crest,0.041090820923139745,0.039,-0.0020908209231397454,500
Superclass,Other,0.0009507037760167426,0.0,-0.0009507037760167426,500
Superclass,Vascular endothelial,0.04750966655181654,0.048666666666666664,0.0011570001148501208,500
Superclass,Vascular perivascular,0.04565292293556908,0.03233333333333333,-0.013319589602235747,500
celltype,Anteromedial cerebral pole glioblast,0.0011421206436711203,0.0013333333333333333,0.00019121268966221304,500
celltype,Anteromedial cerebral pole radial glia,0.001837601929482026,0.003,0.001162398070517974,500
celltype,Arachnoid,0.00877965366308079,0.006,-0.00277965366308079,500
celltype,Arachnoid barrier,0.0032285645011038374,0.0,-0.0032285645011038374,500
celltype,Arachnoid-dura border,0.0011165983946505365,0.001,-0.00011659839465053652,500
celltype,Arachnoid-forebrain,0.013016347000497685,0.0016666666666666668,-0.011349680333831018,500
celltype,Arachnoid-hindbrain,0.019530901063001673,0.012666666666666666,-0.006864234396335007,500
celltype,Arterial capillary,0.004574863136939627,0.0016666666666666668,-0.0029081964702729604,500
celltype,Arteriole,0.0028521113280502277,0.004,0.0011478886719497724,500
celltype,Artery,0.006201906512001838,0.007,0.0007980934879981624,500
celltype,B lineage,0.00016589461863379402,0.0,-0.00016589461863379402,500
celltype,CD56-bright NK cells,0.0005933922897285709,0.0,-0.0005933922897285709,500
celltype,ChP Ciliogenic progenitor,0.017163712466342535,0.01633333333333333,-0.0008303791330092035,500
celltype,ChP Committed arachnoid precursor,0.0005359672294322575,0.0,-0.0005359672294322575,500
celltype,ChP Differentiated epithelia,0.029861031354082922,0.035333333333333335,0.005472301979250412,500
celltype,ChP Epithelia,0.0022012939780253434,0.001,-0.0012012939780253434,500
celltype,ChP Epithelial progenitor,0.0011995457039674336,0.0,-0.0011995457039674336,500
celltype,ChP Fibroblast,0.0008677564666998456,0.0,-0.0008677564666998456,500
celltype,ChP Macrophage,0.0003573114862881717,0.0,-0.0003573114862881717,500
celltype,ChP Macrophages,0.001595140563786481,0.0,-0.001595140563786481,500
celltype,ChP Meningeal fibroblast,0.020526268774804436,0.0026666666666666666,-0.01785960210813777,500
celltype,ChP Microglia,0.0012824930132843307,0.0026666666666666666,0.001384173653382336,500
celltype,ChP PTPRC+ fibroblast,0.015645138649617803,0.007666666666666666,-0.007978471982951138,500
celltype,ChP Pericyte,0.006833582175261284,0.0023333333333333335,-0.004500248841927951,500
celltype,ChP Perivascular,0.0063933233796562156,0.0006666666666666666,-0.005726656712989549,500
celltype,ChP Reticulocyte/RBC,0.004989599683524112,0.001,-0.003989599683524112,500
celltype,Chondrocyte,0.002826589079029644,0.0,-0.002826589079029644,500
celltype,Chondrogenic,0.05543432487270778,0.07933333333333334,0.023899008460625558,500
celltype,Committed arachnoid precursor,0.005436239041384327,0.0003333333333333333,-0.005102905708050994,500
celltype,Committed arachnoid precursor-forebrain,0.03382336051452854,0.014,-0.019823360514528543,500
celltype,Committed arachnoid precursor-pia junction,0.018235646925207048,0.07366666666666667,0.05543101974145963,500
celltype,Committed dura precursor,0.0016461850618276483,0.0006666666666666666,-0.0009795183951609816,500
celltype,Committed dura precursor-early,0.0008486147799344078,0.0,-0.0008486147799344078,500
celltype,Committed dura precursor-forebrain,0.011797659609764812,0.004,-0.007797659609764812,500
celltype,Committed oligodendrocyte progenitor,0.0001403723696132103,0.0,-0.0001403723696132103,500
celltype,Committed pia precursor,0.02905069994767939,0.14,0.11094930005232062,500
celltype,Committed pia precursor-anterior,0.015160215918226715,0.017,0.0018397840817732866,500
celltype,Cycling erythroblast,0.02036675471842579,0.016666666666666666,-0.003700088051759122,500
celltype,Dendritic cells,0.0017355129333996911,0.001,-0.0007355129333996911,500
celltype,Early precursor/BFU-E,0.011012850452381864,0.010666666666666666,-0.00034618378571519767,500
celltype,Endothelial,0.0005614894784528412,0.0,-0.0005614894784528412,500
celltype,Erythroblast,0.07007133468601254,0.065,-0.005071334686012535,500
celltype,Fatty acid metabolic - non-leptomeningeal,0.0020673021706672794,0.0003333333333333333,-0.0017339688373339461,500
celltype,Fibroblast-TAGAP,0.014120184270637928,0.003,-0.011120184270637927,500
celltype,Forebrain hem radial glia,0.0004976838559013821,0.0,-0.0004976838559013821,500
celltype,Forebrain neuroblast,0.0006635784745351761,0.0006666666666666666,3.0881921314905624e-06,500
celltype,Forebrain neuron,0.00033178923726758804,0.0006666666666666666,0.0003348774293990786,500
celltype,Forebrain progenitor,0.013871342342687238,0.013666666666666667,-0.00020467567602057077,500
celltype,Forebrain radial glia,0.0004849227313910902,0.0,-0.0004849227313910902,500
celltype,Hindbrain,0.007465257838520731,0.0,-0.007465257838520731,500
celltype,Hindbrain epithelia,0.0018056991182062963,0.0006666666666666666,-0.0011390324515396298,500
celltype,Hindbrain glioblast,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,500
celltype,Hypothalamus interneuron,0.0008613759044446996,0.001,0.0001386240955553004,500
celltype,ILC precursors,0.0005168255426668198,0.0,-0.0005168255426668198,500
celltype,Inner dura,0.007139849163508289,0.004,-0.0031398491635082886,500
celltype,Isthmus radial glia,0.00023608080344039917,0.0,-0.00023608080344039917,500
celltype,LTMR mechanoreceptor,0.00034455036177787984,0.0,-0.00034455036177787984,500
celltype,Large artery,0.00030626698824700433,0.0,-0.00030626698824700433,500
celltype,MEMP-MEP,0.00012123068284777255,0.0,-0.00012123068284777255,500
celltype,Macrophages,0.017935760499215192,0.028333333333333332,0.01039757283411814,500
celltype,Macrophages Monocyte-like,0.012467618646555134,0.01,-0.0024676186465551336,500
celltype,Macrophages-innate immunity,0.00010208899608233478,0.0,-0.00010208899608233478,500
celltype,Macrophages-iron metabolism,0.0066294041830966145,0.004333333333333333,-0.0022960708497632813,500
celltype,Mast cells,0.000504064418156528,0.0,-0.000504064418156528,500
celltype,Megakaryocytes,0.0006380562255145924,0.0,-0.0006380562255145924,500
celltype,Metamyelocytes,0.0013143958245600603,0.0003333333333333333,-0.000981062491226727,500
celltype,Microglia,0.0014356265074078327,0.0003333333333333333,-0.0011022931740744995,500
celltype,Midbrain hem epithelia,0.0030562893202148974,0.008,0.004943710679785103,500
celltype,Midbrain hem progenitor,0.0016142822505519187,0.0003333333333333333,-0.0012809489172185854,500
celltype,Midbrain hem radial glia,0.004574863136939627,0.005333333333333333,0.0007584701963937058,500
celltype,Midbrain intermediate progenitor,0.0034263619310133608,0.004666666666666667,0.0012403047356533063,500
celltype,Midbrain interneuron,0.0006380562255145924,0.0003333333333333333,-0.00030472289218125905,500
celltype,Midbrain neuroblast,0.00214386891772903,0.001,-0.00114386891772903,500
celltype,Midbrain progenitor,0.002424613656955451,0.001,-0.001424613656955451,500
celltype,Midbrain-hindbrain epithelia,0.0031137143805112107,0.002,-0.0011137143805112107,500
celltype,Midbrain-hindbrain progenitor,0.0072419381595906235,0.004,-0.0032419381595906235,500
celltype,Monocyte-fibrocyte,0.0003764531730536095,0.0,-0.0003764531730536095,500
celltype,Monocytes,0.005895639523754833,0.002,-0.003895639523754833,500
celltype,Neural crest progenitor,0.0021757717290047597,0.001,-0.0011757717290047597,500
celltype,Oligodendrocyte progenitor,0.00010208899608233478,0.0,-0.00010208899608233478,500
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,500
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,500
celltype,Osteogenic,0.013488508607378482,0.01,-0.003488508607378482,500
celltype,Osteoprogenitor,0.0012824930132843307,0.0006666666666666666,-0.000615826346617664,500
celltype,Pericyte,0.01838878041933055,0.02,0.0016112195806694506,500
celltype,Peripheral neuroblast,0.009743118563607826,0.007,-0.0027431185636078255,500
celltype,Perivascular fibroblast,0.0058701172747342495,0.007,0.0011298827252657507,500
celltype,Pia,0.056761481821778134,0.04133333333333333,-0.015428148488444801,500
celltype,Pia-forebrain,0.05081479779998213,0.019,-0.03181479779998213,500
celltype,Pinealocyte,0.005276724985005679,0.0036666666666666666,-0.001610058318339012,500
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,500
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.008,0.003488942485611832,500
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.0023333333333333335,-0.0010930285976800272,500
celltype,Pre-EMT neural crest,0.008677564666998455,0.006666666666666667,-0.002010898000331788,500
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0,-0.0012633513265188929,500
celltype,Precursor/CFU-E,0.0285657772162883,0.03,0.0014342227837116986,500
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,500
celltype,Primary meninx,0.03499100340722024,0.031,-0.0039910034072202435,500
celltype,Primary meninx-hindbrain,0.013265188928448374,0.009333333333333334,-0.00393185559511504,500
celltype,Primary vascular plexus,0.006233809323277567,0.008333333333333333,0.0020995240100557663,500
celltype,Promyelocytes,0.0006252951010043005,0.0003333333333333333,-0.0002919617676709672,500
celltype,Rathkes pouch,0.0009507037760167426,0.0003333333333333333,-0.0006173704426834094,500
celltype,Reticulocyte/RBC,0.0987711037096589,0.109,0.0102288962903411,500
celltype,S100A12-high monocytes,0.0001403723696132103,0.0003333333333333333,0.00019296096372012301,500
celltype,Schwann cell,0.0051427331776476145,0.004666666666666667,-0.0004760665109809475,500
celltype,Schwann cell precursor,0.01374373109758432,0.019666666666666666,0.005922935569082346,500
celltype,Smooth muscle cell,0.004587624261449919,0.0023333333333333335,-0.0022542909281165857,500
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.0006666666666666666,-0.0029128287584701965,500
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,500
celltype,Tip cell,0.0018886464275231934,0.0,-0.0018886464275231934,500
celltype,Tip cell - arterial,0.002239577351556219,0.0013333333333333333,-0.0009062440182228857,500
celltype,Venous capillary,0.01723389865114914,0.025666666666666667,0.008432768015517528,500
celltype,Venous lymphatic-like,0.002667075022650996,0.0003333333333333333,-0.0023337416893176627,500
celltype,Venous lymphatic-like - non-leptomeningeal,0.0006827201613006138,0.0,-0.0006827201613006138,500
celltype,Ventral forebrain radial glia,0.00283296964128479,0.0023333333333333335,-0.0004996363079514564,500
Superclass,Epithelial,0.04417263249237523,0.04733333333333333,0.003160700840958104,300
Superclass,Erythropoietic,0.2337774204662915,0.24433333333333335,0.010555912867041856,300
Superclass,Fibroblast,0.45721194951699146,0.44566666666666666,-0.0115452828503248,300
Superclass,Immune,0.05434324872707783,0.05,-0.0043432487270778294,300
Superclass,Neural,0.0752906346107219,0.07766666666666666,0.002376032055944763,300
Superclass,Neural crest,0.041090820923139745,0.04133333333333333,0.0002425124101935877,300
Superclass,Other,0.0009507037760167426,0.0,-0.0009507037760167426,300
Superclass,Vascular endothelial,0.04750966655181654,0.04933333333333333,0.0018236667815167903,300
Superclass,Vascular perivascular,0.04565292293556908,0.044333333333333336,-0.0013195896022357434,300
celltype,Anteromedial cerebral pole glioblast,0.0011421206436711203,0.003,0.0018578793563288798,300
celltype,Anteromedial cerebral pole radial glia,0.001837601929482026,0.0023333333333333335,0.0004957314038513076,300
celltype,Arachnoid,0.00877965366308079,0.015333333333333332,0.0065536796702525425,300
celltype,Arachnoid barrier,0.0032285645011038374,0.0013333333333333333,-0.0018952311677705041,300
celltype,Arachnoid-dura border,0.0011165983946505365,0.0003333333333333333,-0.0007832650613172033,300
celltype,Arachnoid-forebrain,0.013016347000497685,0.005333333333333333,-0.007683013667164351,300
celltype,Arachnoid-hindbrain,0.019530901063001673,0.012,-0.007530901063001673,300
celltype,Arterial capillary,0.004574863136939627,0.0016666666666666668,-0.0029081964702729604,300
celltype,Arteriole,0.0028521113280502277,0.005,0.0021478886719497724,300
celltype,Artery,0.006201906512001838,0.007,0.0007980934879981624,300
celltype,B lineage,0.00016589461863379402,0.0,-0.00016589461863379402,300
celltype,CD56-bright NK cells,0.0005933922897285709,0.0,-0.0005933922897285709,300
celltype,ChP Ciliogenic progenitor,0.017163712466342535,0.021,0.003836287533657466,300
celltype,ChP Committed arachnoid precursor,0.0005359672294322575,0.0,-0.0005359672294322575,300
celltype,ChP Differentiated epithelia,0.029861031354082922,0.03866666666666667,0.008805635312583746,300
celltype,ChP Epithelia,0.0022012939780253434,0.0,-0.0022012939780253434,300
celltype,ChP Epithelial progenitor,0.0011995457039674336,0.0,-0.0011995457039674336,300
celltype,ChP Fibroblast,0.0008677564666998456,0.0,-0.0008677564666998456,300
celltype,ChP Macrophage,0.0003573114862881717,0.0,-0.0003573114862881717,300
celltype,ChP Macrophages,0.001595140563786481,0.0,-0.001595140563786481,300
celltype,ChP Meningeal fibroblast,0.020526268774804436,0.001,-0.019526268774804435,300
celltype,ChP Microglia,0.0012824930132843307,0.0026666666666666666,0.001384173653382336,300
celltype,ChP PTPRC+ fibroblast,0.015645138649617803,0.009666666666666667,-0.005978471982951136,300
celltype,ChP Pericyte,0.006833582175261284,0.014333333333333333,0.007499751158072049,300
celltype,ChP Perivascular,0.0063933233796562156,0.0016666666666666668,-0.0047266567129895486,300
celltype,ChP Reticulocyte/RBC,0.004989599683524112,0.0,-0.004989599683524112,300
celltype,Chondrocyte,0.002826589079029644,0.0,-0.002826589079029644,300
celltype,Chondrogenic,0.05543432487270778,0.06066666666666667,0.005232341793958886,300
celltype,Committed arachnoid precursor,0.005436239041384327,0.0,-0.005436239041384327,300
celltype,Committed arachnoid precursor-forebrain,0.03382336051452854,0.033,-0.00082336051452854,300
celltype,Committed arachnoid precursor-pia junction,0.018235646925207048,0.041666666666666664,0.023431019741459617,300
celltype,Committed dura precursor,0.0016461850618276483,0.0,-0.0016461850618276483,300
celltype,Committed dura precursor-early,0.0008486147799344078,0.0,-0.0008486147799344078,300
celltype,Committed dura precursor-forebrain,0.011797659609764812,0.006666666666666667,-0.005130992943098145,300
celltype,Committed oligodendrocyte progenitor,0.0001403723696132103,0.0,-0.0001403723696132103,300
celltype,Committed pia precursor,0.02905069994767939,0.069,0.03994930005232061,300
celltype,Committed pia precursor-anterior,0.015160215918226715,0.014666666666666666,-0.0004935492515600482,300
celltype,Cycling erythroblast,0.02036675471842579,0.011666666666666667,-0.008700088051759121,300
celltype,Dendritic cells,0.0017355129333996911,0.0013333333333333333,-0.00040217960006635784,300
celltype,Early precursor/BFU-E,0.011012850452381864,0.012666666666666666,0.0016538162142848024,300
celltype,Endothelial,0.0005614894784528412,0.0,-0.0005614894784528412,300
celltype,Erythroblast,0.07007133468601254,0.07333333333333333,0.0032619986473207963,300
celltype,Fatty acid metabolic - non-leptomeningeal,0.0020673021706672794,0.0,-0.0020673021706672794,300
celltype,Fibroblast-TAGAP,0.014120184270637928,0.012666666666666666,-0.0014535176039712615,300
celltype,Forebrain hem radial glia,0.0004976838559013821,0.0,-0.0004976838559013821,300
celltype,Forebrain neuroblast,0.0006635784745351761,0.0,-0.0006635784745351761,300
celltype,Forebrain neuron,0.00033178923726758804,0.0016666666666666668,0.0013348774293990787,300
celltype,Forebrain progenitor,0.013871342342687238,0.017666666666666667,0.0037953243239794293,300
celltype,Forebrain radial glia,0.0004849227313910902,0.0003333333333333333,-0.00015158939805775688,300
celltype,Hindbrain,0.007465257838520731,0.0003333333333333333,-0.0071319245051873975,300
celltype,Hindbrain epithelia,0.0018056991182062963,0.001,-0.0008056991182062963,300
celltype,Hindbrain glioblast,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,300
celltype,Hypothalamus interneuron,0.0008613759044446996,0.0006666666666666666,-0.000194709237778033,300
celltype,ILC precursors,0.0005168255426668198,0.0,-0.0005168255426668198,300
celltype,Inner dura,0.007139849163508289,0.011333333333333334,0.0041934841698250454,300
celltype,Isthmus radial glia,0.00023608080344039917,0.0,-0.00023608080344039917,300
celltype,LTMR mechanoreceptor,0.00034455036177787984,0.0,-0.00034455036177787984,300
celltype,Large artery,0.00030626698824700433,0.0,-0.00030626698824700433,300
celltype,MEMP-MEP,0.00012123068284777255,0.0,-0.00012123068284777255,300
celltype,Macrophages,0.017935760499215192,0.032,0.014064239500784809,300
celltype,Macrophages Monocyte-like,0.012467618646555134,0.006333333333333333,-0.006134285313221801,300
celltype,Macrophages-innate immunity,0.00010208899608233478,0.0,-0.00010208899608233478,300
celltype,Macrophages-iron metabolism,0.0066294041830966145,0.006,-0.0006294041830966143,300
celltype,Mast cells,0.000504064418156528,0.0,-0.000504064418156528,300
celltype,Megakaryocytes,0.0006380562255145924,0.0,-0.0006380562255145924,300
celltype,Metamyelocytes,0.0013143958245600603,0.0003333333333333333,-0.000981062491226727,300
celltype,Microglia,0.0014356265074078327,0.0,-0.0014356265074078327,300
celltype,Midbrain hem epithelia,0.0030562893202148974,0.0036666666666666666,0.0006103773464517692,300
celltype,Midbrain hem progenitor,0.0016142822505519187,0.0003333333333333333,-0.0012809489172185854,300
celltype,Midbrain hem radial glia,0.004574863136939627,0.004333333333333333,-0.00024152980360629423,300
celltype,Midbrain intermediate progenitor,0.0034263619310133608,0.0026666666666666666,-0.0007596952643466942,300
celltype,Midbrain interneuron,0.0006380562255145924,0.0003333333333333333,-0.00030472289218125905,300
celltype,Midbrain neuroblast,0.00214386891772903,0.0016666666666666668,-0.0004772022510623633,300
celltype,Midbrain progenitor,0.002424613656955451,0.001,-0.001424613656955451,300
celltype,Midbrain-hindbrain epithelia,0.0031137143805112107,0.0016666666666666668,-0.001447047713844544,300
celltype,Midbrain-hindbrain progenitor,0.0072419381595906235,0.002,-0.0052419381595906235,300
celltype,Monocyte-fibrocyte,0.0003764531730536095,0.0,-0.0003764531730536095,300
celltype,Monocytes,0.005895639523754833,0.0006666666666666666,-0.005228972857088166,300
celltype,Neural crest progenitor,0.0021757717290047597,0.0006666666666666666,-0.0015091050623380932,300
celltype,Oligodendrocyte progenitor,0.00010208899608233478,0.0,-0.00010208899608233478,300
celltype,Optic nerve (sensory),0.0005104449804116739,0.0,-0.0005104449804116739,300
celltype,Optic vesicle epithelia,0.00018503630539923178,0.0,-0.00018503630539923178,300
celltype,Osteogenic,0.013488508607378482,0.021333333333333333,0.00784482472595485,300
celltype,Osteoprogenitor,0.0012824930132843307,0.0003333333333333333,-0.0009491596799509974,300
celltype,Pericyte,0.01838878041933055,0.019333333333333334,0.0009445529140027845,300
celltype,Peripheral neuroblast,0.009743118563607826,0.007666666666666666,-0.0020764518969411594,300
celltype,Perivascular fibroblast,0.0058701172747342495,0.004666666666666667,-0.0012034506080675824,300
celltype,Pia,0.056761481821778134,0.07733333333333334,0.020571851511555203,300
celltype,Pia-forebrain,0.05081479779998213,0.033,-0.01781479779998213,300
celltype,Pinealocyte,0.005276724985005679,0.0026666666666666666,-0.002610058318339012,300
celltype,Platelets,0.00028712530148156654,0.0,-0.00028712530148156654,300
celltype,Pontine nuclei lineage intermediate progenitor,0.004511057514388168,0.008333333333333333,0.003822275818945165,300
celltype,Pontine nuclei lineage migrating neuron,0.0034263619310133608,0.004,0.0005736380689866393,300
celltype,Pre-EMT neural crest,0.008677564666998455,0.008333333333333333,-0.00034423133366512197,300
celltype,Pre-EMT neural crest epithelia,0.0012633513265188929,0.0,-0.0012633513265188929,300
celltype,Precursor/CFU-E,0.0285657772162883,0.027333333333333334,-0.0012324438829549658,300
celltype,Presumptive neuroretina,0.00017227518088893992,0.0,-0.00017227518088893992,300
celltype,Primary meninx,0.03499100340722024,0.016,-0.018991003407220243,300
celltype,Primary meninx-hindbrain,0.013265188928448374,0.0013333333333333333,-0.01193185559511504,300
celltype,Primary vascular plexus,0.006233809323277567,0.0006666666666666666,-0.0055671426566109,300
celltype,Promyelocytes,0.0006252951010043005,0.0003333333333333333,-0.0002919617676709672,300
celltype,Rathkes pouch,0.0009507037760167426,0.0,-0.0009507037760167426,300
celltype,Reticulocyte/RBC,0.0987711037096589,0.12066666666666667,0.021895562957007772,300
celltype,S100A12-high monocytes,0.0001403723696132103,0.0003333333333333333,0.00019296096372012301,300
celltype,Schwann cell,0.0051427331776476145,0.0036666666666666666,-0.001476066510980948,300
celltype,Schwann cell precursor,0.01374373109758432,0.022,0.00825626890241568,300
celltype,Smooth muscle cell,0.004587624261449919,0.003,-0.0015876242614499192,300
celltype,"Smooth muscle cell, mature",0.003579495425136863,0.0013333333333333333,-0.0022461620918035295,300
celltype,Spinal cord radial glia,7.656674706175108e-05,0.0,-7.656674706175108e-05,300
celltype,Tip cell,0.0018886464275231934,0.0,-0.0018886464275231934,300
celltype,Tip cell - arterial,0.002239577351556219,0.001,-0.001239577351556219,300
celltype,Venous capillary,0.01723389865114914,0.033666666666666664,0.016432768015517525,300
celltype,Venous lymphatic-like,0.002667075022650996,0.0003333333333333333,-0.0023337416893176627,300
celltype,Venous lymphatic-like - non-leptomeningeal,0.0006827201613006138,0.0,-0.0006827201613006138,300
celltype,Ventral forebrain radial glia,0.00283296964128479,0.0036666666666666666,0.0008336970253818767,300
Superclass,Epithelial,0.04417263249237523,0.05,0.0058273675076247755,200
Superclass,Erythropoietic,0.2337774204662915,0.24866666666666667,0.014889246200375184,200
Superclass,Fibroblast,0.45721194951699146,0.44233333333333336,-0.0148786161836581,200
Superclass,Immune,0.05434324872707783,0.05,-0.0043432487270778294,200
Superclass,Neural,0.0752906346107219,0.074,-0.0012906346107219024,200
Superclass,Neural crest,0.041090820923139745,0.041666666666666664,0.000575845743526919,200
Superclass,Other,0.0009507037760167426,0.0,-0.0009507037760167426,200
Superclass,Vascular endothelial,0.04750966655181654,0.04933333333333333,0.0018236667815167903,200
Superclass,Vascular perivascular,0.04565292293556908,0.044,-0.0016529229355690817,200
celltype,Anteromedial cerebral pole glioblast,0.0011421206436711203,0.003,0.0018578793563288798,200
celltype,Anteromedial cerebral pole radial glia,0.001837601929482026,0.0013333333333333333,-0.0005042685961486927,200
celltype,Arachnoid,0.00877965366308079,0.015666666666666666,0.0068870130035858755,200
celltype,Arachnoid barrier,0.0032285645011038374,0.0036666666666666666,0.0004381021655628292,200
celltype,Arachnoid-dura border,0.0011165983946505365,0.0006666666666666666,-0.0004499317279838699,200
celltype,Arachnoid-forebrain,0.013016347000497685,0.006,-0.007016347000497684,200
celltype,Arachnoid-hindbrain,0.019530901063001673,0.009666666666666667,-0.009864234396335006,200
celltype,Arterial capillary,0.004574863136939627,0.0016666666666666668,-0.0029081964702729604,200
celltype,Arteriole,0.0028521113280502277,0.006333333333333333,0.0034812220052831055,200
celltype,Artery,0.006201906512001838,0.007,0.0007980934879981624,200
celltype,B lineage,0.00016589461863379402,0.0,-0.00016589461863379402,200
celltype,CD56-bright NK cells,0.0005933922897285709,0.0,-0.0005933922897285709,200
celltype,ChP Ciliogenic progenitor,0.017163712466342535,0.020666666666666667,0.0035029542003241314,200
celltype,ChP Committed arachnoid precursor,0.0005359672294322575,0.0,-0.0005359672294322575,200
celltype,ChP Differentiated epithelia,0.029861031354082922,0.04033333333333333,0.01047230197925041,200
celltype,ChP Epithelia,0.0022012939780253434,0.0,-0.0022012939780253434,200
celltype,ChP Epithelial progenitor,0.0011995457039674336,0.0,-0.0011995457039674336,200
celltype,ChP Fibroblast,0.0008677564666998456,0.0,-0.0008677564666998456,200
celltype,ChP Macrophage,0.0003573114862881717,0.0,-0.0003573114862881717,200
celltype,ChP Macrophages,0.001595140563786481,0.0,-0.001595140563786481,200
celltype,ChP Meningeal fibroblast,0.020526268774804436,0.001,-0.019526268774804435,200
celltype,ChP Microglia,0.0012824930132843307,0.0026666666666666666,0.001384173653382336,200
celltype,ChP PTPRC+ fibroblast,0.015645138649617803,0.009333333333333334,-0.006311805316284469,200
celltype,ChP Pericyte,0.006833582175261284,0.019,0.012166417824738715,200
celltype,ChP Perivascular,0.0063933233796562156,0.0006666666666666666,-0.005726656712989549,200
celltype,ChP Reticulocyte/RBC,0.004989599683524112,0.0,-0.004989599683524112,200
celltype,Chondrocyte,0.002826589079029644,0.0,-0.002826589079029644,200
celltype,Chondrogenic,0.05543432487270778,0.05266666666666667,-0.002767658206041114,200
celltype,Committed arachnoid precursor,0.005436239041384327,0.0006666666666666666,-0.00476957237471766,200
celltype,Committed arachnoid precursor-forebrain,0.03382336051452854,0.045,0.011176639485471457,200
celltype,Committed arachnoid precursor-pia junction,0.018235646925207048,0.029666666666666668,0.01143101974145962,200
celltype,Committed dura precursor,0.0016461850618276483,0.0,-0.0016461850618276483,200
celltype,Committed dura precursor-early,0.0008486147799344078,0.0,-0.0008486147799344078,200
